epoch,loss,price_loss,updown_accuracy,updown_loss,val_loss,val_price_loss,val_updown_accuracy,val_updown_loss
81,40.918212890625,40.22943878173828,0.53125,0.6887880563735962,38.11866760253906,37.42787170410156,0.5355648398399353,0.6907880902290344
82,40.440860748291016,39.752872467041016,0.5483871102333069,0.6879895329475403,40.57941436767578,39.88716125488281,0.5104602575302124,0.6922560334205627
83,37.5750846862793,36.887367248535156,0.5393145084381104,0.6877191066741943,38.27389144897461,37.58359909057617,0.5271966457366943,0.69029301404953
84,37.04293441772461,36.35499572753906,0.5342742204666138,0.6879457235336304,38.77974319458008,38.08924865722656,0.5188284516334534,0.6904850006103516
85,36.18894958496094,35.500946044921875,0.5342742204666138,0.6879985332489014,37.932090759277344,37.2407341003418,0.5313807725906372,0.6913558840751648
86,38.01770782470703,37.32976531982422,0.5423387289047241,0.6879364848136902,39.71833419799805,39.02674865722656,0.5564853549003601,0.6915857195854187
87,36.75409698486328,36.06626510620117,0.5362903475761414,0.6878162026405334,37.3403205871582,36.64898681640625,0.5397489666938782,0.6913371086120605
88,37.949344635009766,37.26106643676758,0.5423387289047241,0.688265323638916,37.47981643676758,36.787353515625,0.5564853549003601,0.6924624443054199
89,40.89717483520508,40.20842361450195,0.5322580933570862,0.6887603998184204,46.18736267089844,45.49427795410156,0.5397489666938782,0.6930798292160034
90,40.241268157958984,39.55313491821289,0.5403226017951965,0.6881312727928162,39.71489715576172,39.02295684814453,0.5439330339431763,0.691943347454071
91,36.935176849365234,36.248085021972656,0.5433467626571655,0.6870808005332947,40.17970657348633,39.48521041870117,0.5439330339431763,0.6944997906684875
92,40.37912368774414,39.69109344482422,0.5393145084381104,0.6880345344543457,36.50190353393555,35.810909271240234,0.5188284516334534,0.6909919381141663
93,38.303794860839844,37.61658477783203,0.5332661271095276,0.6872055530548096,38.557193756103516,37.86494827270508,0.5146443247795105,0.6922479271888733
94,37.138328552246094,36.45173263549805,0.5443548560142517,0.6865960955619812,39.350399017333984,38.65653991699219,0.5020920634269714,0.6938546895980835
95,37.308223724365234,36.6209602355957,0.5352822542190552,0.6872572898864746,37.362831115722656,36.670372009277344,0.5188284516334534,0.6924666166305542
96,36.4584846496582,35.77082443237305,0.53125,0.6876621842384338,39.85882568359375,39.16622543334961,0.5062761306762695,0.6926007866859436
97,37.37970733642578,36.693546295166016,0.5413306355476379,0.6861664652824402,38.42503356933594,37.7301025390625,0.5062761306762695,0.694929301738739
98,37.74211883544922,37.0553092956543,0.5342742204666138,0.6868113279342651,38.4533576965332,37.76015853881836,0.560669481754303,0.6932080388069153
99,36.580535888671875,35.893375396728516,0.5453628897666931,0.6871599555015564,37.735984802246094,37.04165267944336,0.5271966457366943,0.6943248510360718
