epoch,loss,price_loss,updown_accuracy,updown_loss,val_loss,val_price_loss,val_updown_accuracy,val_updown_loss
0,95.09265899658203,94.40126037597656,0.5342742204666138,0.691460371017456,60.786537170410156,60.09651184082031,0.5020920634269714,0.6900225877761841
1,82.0995101928711,81.40599822998047,0.5171371102333069,0.6935451030731201,79.41142272949219,78.71908569335938,0.5104602575302124,0.6923428177833557
2,73.97447204589844,73.28166198730469,0.524193525314331,0.6928354501724243,76.21638488769531,75.52445220947266,0.5271966457366943,0.6919393539428711
3,71.53644561767578,70.84525299072266,0.5171371102333069,0.6911661028862,80.18980407714844,79.49811553955078,0.5397489666938782,0.6916787624359131
4,71.7101058959961,71.01646423339844,0.5262096524238586,0.6936438679695129,67.47137451171875,66.78184509277344,0.5355648398399353,0.6895348429679871
5,76.06029510498047,75.36614227294922,0.53125,0.6941719055175781,78.82471466064453,78.13255310058594,0.5146443247795105,0.6921583414077759
6,67.78438568115234,67.09292602539062,0.5282257795333862,0.6914652585983276,69.99149322509766,69.30196380615234,0.5355648398399353,0.6895306706428528
7,65.70259857177734,65.00931549072266,0.5362903475761414,0.6932609677314758,79.10689544677734,78.41517639160156,0.5355648398399353,0.6917084455490112
8,58.08924102783203,57.39327621459961,0.538306474685669,0.695979654788971,57.67426681518555,56.984771728515625,0.5397489666938782,0.6894927620887756
9,73.17485809326172,72.48382568359375,0.5332661271095276,0.6910363435745239,77.36924743652344,76.67720031738281,0.5146443247795105,0.6920258402824402
10,54.02906799316406,53.33363723754883,0.5322580933570862,0.695421576499939,53.08688735961914,52.39689636230469,0.5230125784873962,0.689984142780304
11,71.6756362915039,70.98283386230469,0.5231854915618896,0.6928325891494751,68.97978973388672,68.2878189086914,0.5271966457366943,0.6919780969619751
12,56.072174072265625,55.3801155090332,0.5282257795333862,0.6920483708381653,70.56690979003906,69.8762435913086,0.5146443247795105,0.6906534433364868
13,57.928531646728516,57.23765563964844,0.5262096524238586,0.6908702254295349,60.497840881347656,59.805450439453125,0.5146443247795105,0.6923879981040955
14,52.1446533203125,51.4488410949707,0.5151209831237793,0.6958156228065491,60.47304916381836,59.783790588378906,0.5146443247795105,0.6892614364624023
15,55.65017318725586,54.95696258544922,0.5211693644523621,0.6932125091552734,67.02031707763672,66.3305435180664,0.5146443247795105,0.6897846460342407
16,55.15412521362305,54.46276092529297,0.53125,0.6913622617721558,65.31710815429688,64.62760162353516,0.5146443247795105,0.6894999146461487
17,52.78535079956055,52.09357833862305,0.5322580933570862,0.6917779445648193,65.51531219482422,64.8254623413086,0.5146443247795105,0.6898508667945862
18,49.759788513183594,49.068084716796875,0.5272177457809448,0.6917178630828857,59.36887741088867,58.67561721801758,0.5188284516334534,0.6932588815689087
19,58.678749084472656,57.98629379272461,0.53125,0.6924566626548767,81.03240966796875,80.34088134765625,0.5146443247795105,0.6915251016616821
20,54.91584777832031,54.22465515136719,0.5252016186714172,0.6911869049072266,61.36659240722656,60.677120208740234,0.5146443247795105,0.6894637942314148
21,48.79465866088867,48.102840423583984,0.5272177457809448,0.6918136477470398,63.8278694152832,63.13844680786133,0.5146443247795105,0.6894170045852661
22,49.89753723144531,49.20566940307617,0.5211693644523621,0.6918697357177734,52.18068313598633,51.49187469482422,0.5146443247795105,0.6888072490692139
23,51.43564224243164,50.745025634765625,0.524193525314331,0.6906035542488098,57.12517166137695,56.4349365234375,0.5146443247795105,0.6902363300323486
24,49.88495635986328,49.19377899169922,0.53125,0.6911667585372925,62.34453201293945,61.65445327758789,0.5230125784873962,0.6900771260261536
25,47.3067512512207,46.616641998291016,0.53125,0.6901192665100098,52.97742462158203,52.2891731262207,0.5146443247795105,0.6882603168487549
26,49.14412307739258,48.45292663574219,0.5302419066429138,0.6911988258361816,68.77830505371094,68.08826446533203,0.5313807725906372,0.6900420784950256
27,48.72900390625,48.039154052734375,0.5322580933570862,0.6898496150970459,57.12797546386719,56.438377380371094,0.5188284516334534,0.6896001100540161
28,48.420589447021484,47.73005294799805,0.5262096524238586,0.6905487179756165,56.436126708984375,55.74747848510742,0.5146443247795105,0.6886558532714844
29,46.217681884765625,45.52715301513672,0.5282257795333862,0.6905316114425659,51.67830276489258,50.99028778076172,0.5313807725906372,0.6880112886428833
30,47.84516143798828,47.15447235107422,0.5393145084381104,0.6906982660293579,66.66900634765625,65.97966766357422,0.5397489666938782,0.6893423199653625
31,47.651702880859375,46.96213150024414,0.5282257795333862,0.6895768046379089,55.53169250488281,54.84230422973633,0.5313807725906372,0.6893873810768127
32,48.031700134277344,47.34190368652344,0.5292338728904724,0.6897991895675659,53.342899322509766,52.65291213989258,0.5355648398399353,0.689988374710083
33,46.38129425048828,45.68910217285156,0.5221773982048035,0.6921997666358948,51.251129150390625,50.56037521362305,0.560669481754303,0.6907501220703125
34,44.29111862182617,43.600833892822266,0.5282257795333862,0.6902788877487183,45.7421875,45.05414962768555,0.5481171607971191,0.6880315542221069
35,48.01611328125,47.32603073120117,0.5282257795333862,0.690074622631073,53.21979904174805,52.52899169921875,0.5230125784873962,0.6908079385757446
36,43.41175079345703,42.721736907958984,0.5302419066429138,0.6899988651275635,46.02215576171875,45.33308792114258,0.5230125784873962,0.6890679001808167
37,47.73769760131836,47.04765319824219,0.5352822542190552,0.6900368332862854,54.85816955566406,54.1688117980957,0.5146443247795105,0.6893658638000488
38,46.14219284057617,45.45201110839844,0.5262096524238586,0.6901879906654358,49.58293914794922,48.89403533935547,0.5230125784873962,0.6889027953147888
39,46.988624572753906,46.29862976074219,0.53125,0.6900181770324707,55.60896682739258,54.918941497802734,0.5062761306762695,0.690032958984375
40,43.12851333618164,42.43860626220703,0.5272177457809448,0.6899075508117676,52.72002029418945,52.031856536865234,0.5564853549003601,0.6881766319274902
41,46.7332763671875,46.043399810791016,0.5302419066429138,0.6898855566978455,70.12950897216797,69.43798828125,0.5146443247795105,0.6915290951728821
42,51.24306869506836,50.551719665527344,0.524193525314331,0.6913570165634155,57.416507720947266,56.72481918334961,0.5062761306762695,0.6916826367378235
43,45.95870590209961,45.26819610595703,0.5292338728904724,0.6905076503753662,51.53741455078125,50.84829330444336,0.5313807725906372,0.6891210079193115
44,42.59465026855469,41.904964447021484,0.5272177457809448,0.6896726489067078,46.82953643798828,46.14068603515625,0.5355648398399353,0.688844621181488
45,44.8670768737793,44.17693328857422,0.5393145084381104,0.690135657787323,41.7540397644043,41.0667724609375,0.5481171607971191,0.6872703433036804
46,43.949520111083984,43.25884246826172,0.5342742204666138,0.6906773447990417,41.94868469238281,41.26005554199219,0.5397489666938782,0.6886301040649414
47,42.611427307128906,41.91994094848633,0.5342742204666138,0.6914957761764526,68.14603424072266,67.44850158691406,0.4686192572116852,0.6975356936454773
48,53.584388732910156,52.8934211730957,0.5272177457809448,0.6909695267677307,59.86459732055664,59.174072265625,0.5230125784873962,0.6905292868614197
49,47.84532165527344,47.15528869628906,0.538306474685669,0.6900370717048645,49.36880874633789,48.67985153198242,0.5230125784873962,0.6889525651931763
50,43.51613235473633,42.82695007324219,0.5342742204666138,0.6891601085662842,58.509342193603516,57.82053756713867,0.5397489666938782,0.6888048648834229
51,51.22483825683594,50.536094665527344,0.5302419066429138,0.6887279748916626,51.83468246459961,51.145729064941406,0.5355648398399353,0.688960075378418
52,44.693031311035156,44.003944396972656,0.5322580933570862,0.6890876293182373,41.23781967163086,40.55002212524414,0.5481171607971191,0.6877943277359009
53,46.04170227050781,45.353328704833984,0.5272177457809448,0.6883649230003357,47.12129211425781,46.43254470825195,0.5230125784873962,0.6887454986572266
54,43.03855514526367,42.349456787109375,0.5282257795333862,0.6891078948974609,41.750301361083984,41.062110900878906,0.5397489666938782,0.6881860494613647
55,44.65500259399414,43.96550369262695,0.5302419066429138,0.6895082592964172,46.65889358520508,45.970211029052734,0.5271966457366943,0.6886847019195557
56,41.094303131103516,40.404869079589844,0.5332661271095276,0.6894370317459106,43.0344352722168,42.34536361694336,0.5230125784873962,0.6890755295753479
57,41.74211883544922,41.05247116088867,0.5262096524238586,0.689656674861908,44.55230712890625,43.86537551879883,0.5313807725906372,0.6869267821311951
58,48.98884201049805,48.298763275146484,0.5292338728904724,0.6900826692581177,42.05487823486328,41.36787796020508,0.560669481754303,0.6870066523551941
59,42.71318435668945,42.024173736572266,0.53125,0.6890114545822144,41.31898498535156,40.63113021850586,0.5355648398399353,0.6878519058227539
60,40.673797607421875,39.984153747558594,0.5352822542190552,0.6896325945854187,58.21146774291992,57.522098541259766,0.5481171607971191,0.6893652677536011
61,48.60508346557617,47.91633224487305,0.5443548560142517,0.6887505650520325,53.201908111572266,52.513248443603516,0.5271966457366943,0.6886555552482605
62,41.68342590332031,40.99368667602539,0.5282257795333862,0.6897487044334412,39.073429107666016,38.38660430908203,0.5230125784873962,0.6868255734443665
63,44.509605407714844,43.81980514526367,0.5362903475761414,0.6898003220558167,40.21555709838867,39.527442932128906,0.5439330339431763,0.6881173849105835
64,43.61936569213867,42.928794860839844,0.53125,0.6905689835548401,50.73326110839844,50.04216384887695,0.5313807725906372,0.6910974383354187
65,40.21249771118164,39.523258209228516,0.5372983813285828,0.6892359256744385,40.43876266479492,39.750221252441406,0.5439330339431763,0.6885446906089783
66,41.5845832824707,40.89470672607422,0.5372983813285828,0.6898636817932129,51.22748947143555,50.53657913208008,0.5481171607971191,0.6909117698669434
67,40.58241271972656,39.89268112182617,0.5372983813285828,0.6897243857383728,43.51669692993164,42.82645034790039,0.5020920634269714,0.6902506947517395
68,41.15871047973633,40.47013854980469,0.538306474685669,0.6885803937911987,40.25101089477539,39.561946868896484,0.5355648398399353,0.6890614628791809
69,39.289695739746094,38.6007194519043,0.5403226017951965,0.6889873147010803,47.30961227416992,46.61955642700195,0.5481171607971191,0.6900488138198853
70,41.785316467285156,41.09677505493164,0.5372983813285828,0.6885551810264587,41.454185485839844,40.765254974365234,0.5271966457366943,0.6889273524284363
71,42.86311721801758,42.173526763916016,0.5332661271095276,0.6895880103111267,41.072879791259766,40.38290786743164,0.5230125784873962,0.6899682879447937
72,40.22909927368164,39.53968811035156,0.5322580933570862,0.6894112825393677,39.91856002807617,39.227779388427734,0.5188284516334534,0.6907815337181091
73,43.020843505859375,42.33202362060547,0.5352822542190552,0.6888096332550049,44.081695556640625,43.3902473449707,0.5230125784873962,0.6914445161819458
74,38.71867370605469,38.02970504760742,0.5332661271095276,0.6889681220054626,39.598209381103516,38.90770721435547,0.5230125784873962,0.6904999613761902
75,37.988338470458984,37.29923629760742,0.5332661271095276,0.6890948414802551,38.0004768371582,37.31071853637695,0.5230125784873962,0.689765453338623
76,39.374908447265625,38.68633270263672,0.5352822542190552,0.6885870695114136,39.754920959472656,39.06351852416992,0.5020920634269714,0.6914018988609314
77,36.08383560180664,35.39554977416992,0.5372983813285828,0.6882891058921814,37.660491943359375,36.969730377197266,0.5188284516334534,0.6907610893249512
78,39.512298583984375,38.823089599609375,0.5252016186714172,0.6892022490501404,39.430450439453125,38.74027633666992,0.5271966457366943,0.6901748180389404
79,37.92890167236328,37.240234375,0.5332661271095276,0.6886516809463501,38.93326187133789,38.242008209228516,0.5230125784873962,0.6912552118301392
80,37.57499694824219,36.88614273071289,0.5292338728904724,0.6888613104820251,37.90434646606445,37.212547302246094,0.5188284516334534,0.6918009519577026
